video,seconds,subset
b968ab5c7aa7f1f4ec154162537eb2dd.mp4,224.6,validation
c00e95cd968d0540f92f5e9182e2fa7c.mp4,217.6,training
2c811789ce02aa088b5966992086abd5.mp4,212.13,training
bdb29c872cfecf2a208f87b92bc168f2.mp4,176.6,validation
24813349f849268dae89d4b18f01d2a4.mp4,183.13,training
ac32c73ce1943c1839986b4b3fc1aa8d.mp4,207.6,training
aa74a155f7a7e9541170960446832e9f.mp4,199.67000000000002,validation
7ccf3d7516db0ba46d8d5ac3a34e8771.mp4,212.67000000000002,training
e0c17fda8a1748fa50635f2a3c8b50ab.mp4,188.13,training
5ac5ef38bee25049547d998dec2ae17f.mp4,186.13,validation
074a2c9ddbb95b04a579d17cf0f7288b.mp4,189.73,training
9f0feb34213f7ecd6d49e74e9d0545a8.mp4,161.6,training
88b48b798687dd36dd2502edebd9d806.mp4,156.67000000000002,validation
e2a7aa071b0f134a6cfc98e93c82784d.mp4,186.13,training
02c724e3e0c1c02185299bb37c0a377d.mp4,176.6,training
a1c76289409457cf6551037159e4df45.mp4,208.07,validation
f1678afbffb2be0ed3c51300bbdff66d.mp4,165.6,training
41215135bcb267a7ef1589b86745cf31.mp4,229.6,training
812b4351556ac96f11e18cde8ded8f31.mp4,212.13,validation
3aa44aaac8dcc86d8d798298f031a9d9.mp4,207.6,training
02ada13e844d3b1f5359bd8846be4cbb.mp4,123.27,training
ae0cadbc45b02dd25d8e190fc1d8ff2c.mp4,182.13,validation
5f7d03082bfc63bd1d33c95035410362.mp4,204.13,training
e9d117c9fc792824d728128a68459687.mp4,212.67000000000002,training
3ee8ca4b6567a421c284bc789779cd68.mp4,205.6,validation
7a287b8c82a6b5ea2aa84dad8e0b1138.mp4,212.67000000000002,training
d3f1897ecc095bb3bc7db4dc908cbe7d.mp4,186.13,training
a2df5c0429e95b1696b51d66aa677602.mp4,208.07,validation
591be4e9adbdb1c77576442c3983bd39.mp4,216.6,training
8805e3147e502dd29ba6f4efd92fc4c1.mp4,165.6,training
403bcf19474ee1f5ba9ff873ee13e232.mp4,156.67000000000002,validation
aa92399658946c02358d939ea9adc261.mp4,212.13,training
0651588916d5872600c02a747a568ddd.mp4,208.67000000000002,training
b80650f2cda76a2b384bc10c07e79812.mp4,152.32999999999998,validation
ec1f78022e05bfecdf706500f1508ed7.mp4,209.6,training
0566fdb97712ae6a1f3ea6e1c8c1afff.mp4,157.6,training
3bc56894b9405c356ff1a323c36cb4f7.mp4,195.07,validation
64521f548d1c5967ab5989f70006310b.mp4,223.67000000000002,training
35ad9c0b2dff3f651a8bacd3002ccae7.mp4,201.6,training
7c99b786c911ccdb8fdbe52819170dad.mp4,226.32999999999998,validation
61f06868e8f967fc7e2117b7d5bc2532.mp4,208.67000000000002,training
00c50e3bdc5aab30bf779d44d4fab12c.mp4,207.6,training
3c8050856f97e886642906747c44957f.mp4,165.13,validation
625c2a5bb87c4c05604551a12c7b48e4.mp4,186.13,training
d842d4379836080ba0907c2edf14f695.mp4,167.13,training
afcf7f096e672c430d1545236f2c7901.mp4,202.13,validation
4c2fb8ebc9ba152d2ece0f194864ebcb.mp4,175.6,training
d14ff7eb6ac3cd75e1e28e06c6c2aa8d.mp4,172.6,training
a369d129a2cd87fbc25cad33790c8da6.mp4,208.67000000000002,validation
e7e42387d939732b81eb58941b2c9614.mp4,211.13,training
8993398165db6e6fe20dc63263dafb7c.mp4,184.07,training
cdc94b64db444595d9f819ea926d1f20.mp4,204.13,validation
e9fd348d63a246af37ab29b962bde252.mp4,223.67000000000002,training
2db8c1973b36f8f897dcfbdd2a3c4bfa.mp4,208.93,training
6592daec450d5345ade6331900fb15f0.mp4,205.6,validation
488b730fd042379a4595785e3358d549.mp4,278.0,training
4901505bfccb2ef9d911b66a050004c2.mp4,208.67000000000002,training
c90c05cba47dbfb2fa73bc54ffd39baa.mp4,183.13,validation
72e158164c5340d0896bfa893a5f15a3.mp4,216.6,training
d320105f6120ed3063439afd99ee2b2c.mp4,202.13,training
76c293694b06b50ca32c2a737dced8ea.mp4,204.13,validation
25c6d29640d773dad8995ae515e2ec11.mp4,184.67,training
add468d84b69f8a2897339d218fe85a7.mp4,188.13,training
0b1360372f20189bdfc46f4538786625.mp4,159.93,validation
bba589a79af67468a6b57fc034c78ead.mp4,190.6,training
19ba25652f1dbf8dcb1fbe7f38adf80a.mp4,360.2,training
4f5b852aa0c53dc3c1bc0415c7040727.mp4,173.13,validation
ffc8dca038c620e746794a81a4399c2a.mp4,201.6,training
540e10894672ef41ed632fa021ee55ce.mp4,221.07,training
a4eb146311500752b16d7be7173e4eef.mp4,211.13,validation
e60323e87e41148b9a0e8147b6c01b97.mp4,25.07,training
288c1b4c9fd6eb8d62444c8d8d1e08e8.mp4,165.13,training
ac65f34d6bdbe1a0d5f44b3cd5b9014a.mp4,157.6,validation
59ea76e373c959699a569be4c449dc02.mp4,161.6,training
bb98b04454e1795f0b4fb03fc5a29ae5.mp4,177.6,training
17f2b1ebf72c5427a06af3b786ad236d.mp4,205.6,validation
1898f25936ed904f7fb3157223fba289.mp4,205.6,training
7bf9f47723a8866c096c1f7ab591e7f8.mp4,222.13,training
becae3641f818c76a26bb359df7399e6.mp4,170.87,validation
5b88b549ec16b004a7452f830b52b492.mp4,164.6,training
6e257103d09132492f4e0ca0e4922cc4.mp4,183.13,training
cb9311a2a93ead01bb1155ff58eb5fde.mp4,223.67000000000002,validation
e65787d97b3f0f39ddb19d33b7c0d215.mp4,190.87,training
2cd4437ba900b16e665f5b2357b6bb17.mp4,229.6,training
372e8d61c01697ffc47e4deeb605132b.mp4,207.6,validation
b2b125a074088383e5c8c1cdc4ac7694.mp4,172.67000000000002,training
ae2d20fe40e453e2530211227808d44d.mp4,162.13,training
0a206fea865b00af2425c41cafdf18db.mp4,196.13,validation
2ac4ca145086c37573a4308369b8bc90.mp4,157.13,training
00716fcb10891c001646d73f393cab5b.mp4,216.13,training
112302cb881923bac0d7df87d7e7d156.mp4,184.67,validation
1b5e83f249a7d880579ed7b8fb47b6be.mp4,222.6,training
1d4552f8fae5ec5ee8c6f32093501e1d.mp4,167.13,training
5ee73cdb006c286172187a9ef2e67b04.mp4,161.6,validation
bf7b189edf6ff7c3c77a02d902ac2442.mp4,158.07,training
809f57357856ce0b320380e097369992.mp4,165.8,training
a3194330c52a31e710cb3fa346fd62ff.mp4,195.67,validation
6306bf63393c3c1867d038d8d9f22ca6.mp4,190.13,training
d1c5ffcc810bada730444bab5a05ddc4.mp4,171.4,training
5b349d311e664622170528255a9c34ea.mp4,180.13,validation
da767d06cb4be14420cb0ca2d5466722.mp4,188.4,training
1146c63b6459be657a6f15d9994b94c2.mp4,206.6,training
7e1e62ee9aaed0b64f230f411b5924fa.mp4,190.13,validation
befffa7a3c3d3cec9b6f0f9b8131696b.mp4,160.32999999999998,training
1ba0ab8dad1aa26f133bdc7318271c87.mp4,158.67000000000002,training
1eba440be139047a908b06edc4793b35.mp4,211.13,validation
3cd56fe470b7d8ca532e73573973c006.mp4,222.6,training
812ba827991235caa386765d03a3903e.mp4,179.47,training
16b41cd3dc583656c61b626f40835765.mp4,229.6,validation
80de6a2e35f1e0d6c073f7d56e842c93.mp4,169.07,training
9335292f2e4fdfc057c80ae32dffd63f.mp4,168.13,training
2a17e3c5d7507658135940ae68a31c68.mp4,201.6,validation
08cc8c51d0083f0ef5e93f28ab7a38df.mp4,197.47,training
fd481f6f1f59c300cfcb76f45afdec61.mp4,195.67,training
ab18574343030229b36f5490326b47e6.mp4,216.13,validation
13b88970aa3966bd26aa6d209d36f218.mp4,230.13,training
df1e4473bcbb60e82c53f57e31322420.mp4,207.73,training
b151cce1836a32247a40a77d2978314a.mp4,221.07,validation
3f93eb6f75ebbcb3814b158685ecf771.mp4,194.13,training
39e695e8c0bb51db43b1e69c9f072404.mp4,156.67000000000002,training
c1f111711d90dce2483fd643ef83bc08.mp4,161.6,validation
15bce0e8320b4ce1c590dc68f222ce79.mp4,218.6,training
a9b5175b84180574b29b6c5d86bb1b78.mp4,168.87,training
a47d09eb09abd9218e3e9e4cb93d064b.mp4,233.13,validation
019025dc699460a888e6d03ae0aa8ce7.mp4,178.6,training
72014f0a0bcc8368655d2345c462d528.mp4,158.07,training
8208a0d885610c292d8426272d5bfed3.mp4,186.4,validation
2d6186a8bc9bd3151fecf0490725507c.mp4,226.4,training
2b4d3812a2182cc5c3511a9e55533b3f.mp4,193.13,training
c7ed976980d9f8ef23a7dc2114aa057a.mp4,178.13,validation
1e5583a0cb730624c644cb312678b138.mp4,230.13,training
e2c49dd8605a546af2b89261b2612b87.mp4,206.6,training
255c03532b9c9ff4931642e10889c551.mp4,176.6,validation
bb2ac59fc5239ee85440c39817e5ea3f.mp4,209.13,training
0984956e6bb4db764c719fc8ff3d15b4.mp4,158.67000000000002,training
9ef240337d4ad1b94bb054883307fc21.mp4,194.13,validation
fa03f0faa19b0f9605490de1eaa7c1a5.mp4,215.13,training
b86ba4ca6f8b6f04bb4fe8d35a66ecf8.mp4,210.67000000000002,training
cfe893f2714f8463f1447f08f71cd5c4.mp4,222.6,validation
e2a581207c354aae3f574f117db210ff.mp4,211.13,training
badb4714f804b92efd90f36091f9c0a6.mp4,156.67000000000002,training
eda03d15ed1d05ebd39188092bb9295b.mp4,205.53,validation
97d4930790ddcfd669c624255c12f15d.mp4,218.6,training
93ff854b00a737ac1c3102d9862e63f2.mp4,196.6,training
912746502f227136c3fc7cb0b2e0b42c.mp4,196.8,validation
bdec3d5adea37ee1c5d7c5361d4f524b.mp4,220.6,training
7c9a79109542cdd1f80d8c23363a9505.mp4,172.8,training
c394ca7dee29d9fc8dc9e7e64a6ae1a8.mp4,162.13,validation
dbc3d921a74dfbc61e2666b2f62c935e.mp4,189.13,training
f17da4c28b6cbf6ea50f8412661c3447.mp4,111.53,training
b2d851636a98d8b893ca182613d8727c.mp4,200.13,validation
799632d2adf28d5061fd4e24d2d85d11.mp4,221.07,training
3a0a439b1ded7cb5899ad6a3a57cfa04.mp4,193.13,training
bebad73bb2b02d3a91bb41ed18fe941a.mp4,189.6,validation
4a0958cd7f459d050d47e6508bc06ff2.mp4,229.6,training
214a8cd5b4bf13362f9f20d07d525536.mp4,210.67000000000002,training
caa9cbeaf1da5a370a5838e40869bf8b.mp4,183.13,validation
90229d860f806223016e4e04e9abc082.mp4,188.13,training
ab4fa72e6d66fe08c5a69a126a427644.mp4,169.07,training
14ea0dbe085b092a64f8539b680ef5ac.mp4,167.13,validation
6266620e0922bd8fa2eed6bab56719e1.mp4,170.6,training
bc68c1961ccaa3ff96b92704480f2766.mp4,180.6,training
e2b5e517f57630209a26d8bde384d5a8.mp4,227.13,validation
a7ace155dc5952dcf1cfec6a8da4ab09.mp4,202.13,training
ad45140775adc4e555e2be51899ac1b5.mp4,216.13,training
c025bca0ff465149e444ed6c20633e78.mp4,188.13,validation
5e8f3fcf00b46f4fafd79b43c49dfe1c.mp4,176.47,training
a85d7d78fdf73a8376de195ff4b68a26.mp4,170.6,training
07720ff16dc2b06f00a141164f15f817.mp4,211.6,validation
4b43e8528961cb270b449812e6a29c55.mp4,217.13,training
3b3cb9d2992e1f22516e6cda7d36a225.mp4,199.13,training
d390fa438c65372e38a98e0cf77e17e4.mp4,226.87,validation
7b2bd410d1f4c3c1bf2df72f0571683d.mp4,162.13,training
916dcfd076c60b5d2b745e18777b44dd.mp4,169.07,training
13cb458638b9af3c3f5ce1a7f1316650.mp4,229.13,validation
f8cd000bac03c8189cb161c516a5c6f6.mp4,177.6,training
3184815bf5d4c2eff5e38a403abc9ceb.mp4,171.07,training
dface5b999d3c5271488c580c2994efe.mp4,220.6,validation
f1f4d663a40f1a2d2d4fc3e0b58aa507.mp4,180.6,training
1a23d28fed44bd1eb79ffa5e60779332.mp4,183.13,training
af0fde5e96555b7a962b01653a5884c3.mp4,182.67,validation
0b121cf618847e740b94640f3713bf5f.mp4,211.6,training
65af67e6d94698702c85a8d52f7d516a.mp4,189.6,training
5004ef09b2801d2c3fb6c94af874a32a.mp4,196.6,validation
c19601313cb190ee223cc7bcebc60516.mp4,192.6,training
6a7bd51cf1bfe431d18728d309b1f41d.mp4,184.67,training
3992bb2cd53441f361e1c0ab43bebb88.mp4,221.73,validation
1eef24e37723061d5403cf04afe0f1a1.mp4,177.6,training
467202af11b3a2aed50f99746be34ae4.mp4,171.07,training
53b8be6ea9c51af8e14c39c9d42bf120.mp4,203.6,validation
2f1b77147149f34c99780101e8a0b95b.mp4,221.07,training
c7781c14a7836ae3a1ef9eecfa8a8823.mp4,177.13,training
17c6be61c625305103bba699b69ee79a.mp4,232.6,validation
adf01f135cd0dd5558e649cd39c9bddd.mp4,217.13,training
e73cf3502f93a13cbb332192abc00f86.mp4,160.67000000000002,training
fbbc81009757d495e30a46d45b02ca19.mp4,227.13,validation
e9f7912a539e10cf15c66bad29e52a7d.mp4,216.13,training
92a6ec24b27a98f2d8b132b42fcf3b0c.mp4,172.8,training
72d7d47c5c157e5651d8d1abb4353da6.mp4,221.67000000000002,validation
5ef02b5fbe6ef40b997cfee46f14df27.mp4,184.67,training
9c569ca9c8d281e808ec75b134f6df25.mp4,221.67000000000002,training
c016354d828adaebf6d0b1378545887b.mp4,190.6,validation
24bae84559d15bfc38f1d62ea251a22e.mp4,168.8,training
7bfa0ac87cd95fcea51ea3db7ecda4de.mp4,206.13,training
04a1f09d5db1e283603189a3fb800f93.mp4,164.32999999999998,validation
b365c7cfe64410fb2c6fc551c79e4c37.mp4,220.6,training
b0550654236c87f0cc1c61b0831ffa74.mp4,192.6,training
26435bf69a8391184cc6ecf05792ef67.mp4,191.47,validation
7ebc7d495cfa314fbe4bb39eb67bde43.mp4,213.6,training
ff855cbdc305622f45b2dbf41eafe71e.mp4,160.67000000000002,training
b21e72fa4ee9d02b46d54bc32ffc5020.mp4,188.6,validation
e9dc1781cabce88af58d268e4244e738.mp4,194.47,training
7f90b9275e54890e8fcbd7bb62a42c99.mp4,161.87,training
61c26f826510ca62d57595d83da6d3b9.mp4,177.13,validation
c2b25ea46f4ccef91ed5bb630aeb69fe.mp4,206.13,training
4ac7b24dc8dc2fbe6543b4fea498ea8d.mp4,221.67000000000002,training
b6d728afb68dbaac777f519a3c65ae18.mp4,199.13,validation
8e68844beb0a49ed179e396d0fc30d6d.mp4,194.6,training
24a50b5ea7bca3561ad8709adc5fcfac.mp4,207.6,training
373f7eb5c2c46dc76c5e88ab89348e7b.mp4,163.47,validation
2394ebbc3ddff88c9ddd73575607e2ff.mp4,203.6,training
3c84ac0ae68a441893b65f95b361be9e.mp4,207.6,training
54c0dedb2a654a4076d3bf8dec4b9e3e.mp4,169.4,validation
46a732849edf6bc7ee5171562686749c.mp4,178.6,training
907d8bd7aa1e44cc61d6c4931bbc2064.mp4,192.07,training
91853329922d636b26f7c94cefd6d86d.mp4,227.6,validation
f52eb134d93ca17a91524f2512f9f911.mp4,187.67,training
371fb388109fe236147b02e370665ca2.mp4,215.13,training
c809e7b8e74dc165eb4826466cd172c8.mp4,207.6,validation
0b256b61c862e3ee3df6bad5517e0e4b.mp4,172.6,training
75c0daea3b4e6e0a6145ee23d61ee2aa.mp4,229.6,training
67a540fae1e46b662a4d2395c5b04025.mp4,185.13,validation
66ae1364c2bd65ccebef3fb24e8bf7fa.mp4,218.13,training
11ab3f0e93eb3224e923e09d5c796648.mp4,212.8,training
3890fd49e9b81b160a4146c9bcf7d3a7.mp4,232.6,validation
6d49438f104cedab07f835361e9c4e58.mp4,199.13,training
08ab92ae294ba5d85f9839bcc7ace913.mp4,194.6,training
99747818a1afe0971679ee92b5f57a7c.mp4,156.07,validation
90fb87d69e2d404d92c28e706be08246.mp4,207.6,training
c696a6b003d4a9c876597287bfd0f79e.mp4,179.13,training
903beef9e58cb93598ec05a30f7986b9.mp4,223.6,validation
933a7a5f57a710614c2bd0ce6b86c769.mp4,229.13,training
26f24080045b21de83cde82178ba7e2e.mp4,199.13,training
5684858bd94627c95cc5e6671f06417a.mp4,203.6,validation
327aeff7135f95eee04dfb0a8df74d79.mp4,196.2,training
b91d9c82ac5153a314ff0cff7dd7ff1c.mp4,188.6,training
69af9500d796dc2b7a4b5cc88f6d49ba.mp4,215.13,validation
f42d2845217d7275f1f911978c9ff627.mp4,178.6,training
45e5bd89d19917636e4f6ad66dfec343.mp4,213.6,training
a5b39e851a94f903623925403bd8fa27.mp4,191.6,validation
533b170da233f2e02ce82c7f6f68de80.mp4,161.13,training
4aefd795ac9f9fdb3d31caef2dc1e704.mp4,182.07,training
5ec306368197fce742bd42d7f320f8d5.mp4,227.6,validation
d5cdd5887b535febbbec1f28c851e871.mp4,227.6,training
ce81f4928e6b5d1f08aa04de60403a96.mp4,169.67000000000002,training
c1b0265ddb06646d1e4c36bf51be5f44.mp4,192.13,validation
aa4f6616d8a494eae85146b6653938c2.mp4,193.6,training
ad0e473ef3e5a3106fb1b0725ce8e8ea.mp4,232.6,training
90d7b69e29ee9a18d37e30ec101f9346.mp4,200.13,validation
52142123730b73a1fa189065006adff0.mp4,213.27,training
151c1c08d9aa3507dadd125a688423fa.mp4,181.8,training
674ac7b5fed4315be33d2e53eca37a4b.mp4,175.13,validation
4e89598ad30cfd42620ccf3bbef1fc96.mp4,218.13,training
892002af5edb00754f6f2f413bf183f2.mp4,229.13,training
0c1655002e622d5a57dac5d5c07347c0.mp4,218.6,validation
2ea36a734d28e61102bc1c1d14cc2cef.mp4,184.07,training
51559ead75f081c6725c839dec91a934.mp4,185.13,training
0b6443823dedd2e8cc24c3a1db027293.mp4,193.6,validation
c233734725730275a4871cc12dabc6d9.mp4,179.13,training
023e697402cc19a8d9fe7d7139eddd06.mp4,192.13,training
1b6207cd8f82991161cdb3952849fa68.mp4,203.6,validation
cec6a7569651d15d926bdaa323cf02f2.mp4,197.67000000000002,training
2131b9a395acc557faf85f779e9f4905.mp4,179.13,training
b93c8508ecaaf0ed1a823e82c9618744.mp4,197.67000000000002,validation
1298bbee4dcfeb0a894917aec3315d0a.mp4,212.13,training
7c95a8ec16eec85bb0a6c0ba836fe59d.mp4,168.13,training
ecb6ca60fc693720c1a493fc62c2f8f3.mp4,210.07,validation
93f9b5f6ffb683237496808e382b9503.mp4,204.13,training
9889be351461b725895f8a4536ce222f.mp4,158.67000000000002,training
bb959a3b7ba2d3607b1b4e1b5278da10.mp4,161.13,validation
cfcff9f4ea0bdfcafad4eaabe69d5a3d.mp4,199.13,training
c2160c69e98b9acae501f4a529cd01cb.mp4,191.6,training
902487dd6671e5ca5d3522561d907239.mp4,181.6,validation
29e1e81d3851a136aa5e4e81ee3eaf85.mp4,218.13,training
b19e7c605434979a55ddcb0105ad6c7e.mp4,215.0,training
0274984a7b359f635869fb0acf67d277.mp4,186.6,validation
af2d3566bf1b5cb1a0b194e04cad957b.mp4,181.6,training
672f8e8fae7f8dcda608018cdb0bbd18.mp4,239.47,training
f9f5d8a956f7c31f304fc6d6c45e4abb.mp4,175.13,validation
b7b44ba0757446ac03446bb80cea09e3.mp4,163.6,training
cc7881cb16f20f5cbc79194984905316.mp4,182.07,training
b660ccb04512032940162f835baadcc6.mp4,226.53,validation
0cfcbaefc97f609798bbd639074962af.mp4,164.13,training
19bae86088aba9b92140fa61729a80e4.mp4,168.6,training
cb038d45e3041abcae7073025a575913.mp4,210.07,validation
20549601e00490d4ab1a001795369110.mp4,193.07,training
98866d33c4379d472acb3e2a4ff5b7f9.mp4,159.6,training
9264b98e38a16b3b4b5f99536322cc4c.mp4,185.6,validation
877ef1a5d2fbca0ab68bf8d543cf7449.mp4,230.6,training
8751b388beb1503458a06cc802449f5a.mp4,176.13,training
e8c3987dfd543c0623e0a10ee0bbe7c7.mp4,185.27,validation
94e1532432b83e8459b5b59826e6f253.mp4,119.8,training
efc77fa40b839db1a5d796034dab2229.mp4,180.4,training
aa5c064a24bd75c6d9b35ca4fce47174.mp4,177.6,validation
eacd9a7468b9c6ee28253a8fad4385ca.mp4,164.13,training
8fb49b55bd75d2093de6da0782ede953.mp4,186.67,training
68b873bae7ea6b54caca305a29852deb.mp4,179.13,validation
6d92a8d4b5bef3b29201ffb28caed292.mp4,206.13,training
53db1a063bd8dc32242829f21d0c0a74.mp4,228.8,training
0628f6eb31fdb207b47f6db60e3e18c1.mp4,216.6,validation
cb55aa499281f79b2a8ac648c8f501cf.mp4,168.6,training
c9303fcab8cd8a3fa5dcf0aad14128a3.mp4,177.6,training
e676a223780b893340a2d3710d97b851.mp4,157.6,validation
7319023527ebfcf586bab087e13ac2e9.mp4,172.73,training
a95e003fe449e39c8d46fe9d873f0fd6.mp4,212.13,training
def796b17bbd7f9bd1362e7235593f54.mp4,232.13,validation
f9477803a2d06332a009c052b6bfdd98.mp4,158.07,training
93d99ae9f520f8b68a5caca87b01d39b.mp4,230.6,training
0e938313c91dca26a939bbbc5b956245.mp4,176.13,validation
e053931bd2fe015cc8fcebb98a40b128.mp4,227.6,training
00e0ae71a54da043a63ff55adff0a4f8.mp4,204.13,training
13bf9103aacc501258f61f1724139f3b.mp4,159.6,validation
28f58befbdb2830ddea77158ca4760ce.mp4,186.67,training
f66bbfbb37a61dadccf9a1d4e9da1cf3.mp4,187.6,training
2dd16afb44d58a06256826a356165ee9.mp4,226.13,validation
32e026ab51b79cbe39fde8138ec23048.mp4,219.93,training
55d062750d08afd753a1f3f0f1f6aea0.mp4,228.47,training
5713f5102e0b5f17c6f219193d195131.mp4,228.13,validation
093d1f808f912da041a8e8bf26213efe.mp4,188.6,training
d5ea2cdf065655f77986337c03e32c38.mp4,206.13,training
4484774e146e5c493c640e82b46ced89.mp4,216.6,validation
5eef5a2062fd2b0ca29f9b87c636fc74.mp4,178.13,training
1b711f1ad8e3e835d4a7b642b1581071.mp4,223.67000000000002,training
fe9e766c581fd689f55624e675850f11.mp4,187.6,validation
b571f915df52ff7ee50ed121c843cda6.mp4,225.67000000000002,training
d500c00bdfe57eea94f21912044c4056.mp4,232.13,training
59d8fa9ca1ee7bcc02c8b75dfc715ee7.mp4,168.13,validation
d0860ea40bb866b3dc60c1b177be794c.mp4,167.6,training
b53678a0971d05c64f4b2cdf71ba60e9.mp4,154.32999999999998,training
54d55c5f89f5ab9a4118e30e87acabf0.mp4,171.67000000000002,validation
3a91deb4263544d12f71913de6ecc6a0.mp4,216.6,training
db9e26e16147824fd914d1eba8ec39de.mp4,212.67000000000002,training
83aa4c5751027305078df75e81d5c565.mp4,228.13,validation
2f250ada0e7d65692efc0bdc24eef131.mp4,215.73,training
7b612773f715c22dc7c1ba71dabfaa79.mp4,199.13,training
c91a6c9499a48c8b4815be771025c594.mp4,161.6,validation
02be7cec8dedf3836b4cd59e13335712.mp4,178.13,training
3d80c9e6a000cece206bdbdc78b38dee.mp4,157.6,training
73f794f6f5cd69d35bf4eb771cbbd3f2.mp4,187.6,validation
3820cc756eb8bc167d33b65f69b900ae.mp4,203.6,training
4d96e41fb64fe3a6ae180b559fccd4c5.mp4,167.6,training
3a987d6184c325cb0926de43d6b136d6.mp4,170.53,validation
5483fbbc1b3bfb938c5cade6adf78c9b.mp4,188.6,training
429ec1bbc242caf74313b1fa1d1de9b1.mp4,228.6,training
7286b2109f14480527414c90f67d5328.mp4,168.13,validation
9f8e4a3d077ea511e4827752ffa8c419.mp4,200.07,training
dc0bc4016baf84f6eadc63bf253db7d8.mp4,172.87,training
8ae9a4d5bbb4e59eedab8f6a5814caa7.mp4,222.13,validation
0f1b113fc11bc568523414aeb2806704.mp4,226.6,training
a31f5603f49b0983f6f5e7c1592e9899.mp4,161.6,training
baa841fcd651b624470f99f39e29cbca.mp4,165.8,validation
d1ae2657fe15b72aa72ad5f2e2bda22b.mp4,184.67,training
b9c5519384291c9dc042cc1fc2479744.mp4,230.13,training
27dae902660e18fd2546d57603c0d5e2.mp4,228.27,validation
b65a9dab601e9078031730c5ac8624d3.mp4,159.13,training
d82949eb7a706fc4a18fa378860b1782.mp4,223.67000000000002,training
8642e4010a68da1554c4858469e4a503.mp4,204.13,validation
96b475b2f64139347c2d0e786388be0b.mp4,216.6,training
849ac14b42a2ebc406313c961e9506c6.mp4,162.53,training
085085b4a9a646f5ab8b13b64766321a.mp4,199.13,validation
71f863316234f8b4f6146fce3cc24fa8.mp4,177.6,training
8b9c7561e27bc83975b698eaad42dfaf.mp4,158.4,training
3ed6ae59ea9c3268661fa9232af28bd5.mp4,230.13,validation
f9000881ea82363ac0e3133b98bfd3bf.mp4,203.6,training
29cbef419450ec06c38443ea8b017cd2.mp4,190.13,training
9b9d69efd7a32ad7f7aa9b934806457c.mp4,229.13,validation
b26cb7dc777c3ad4e0708314ce822ace.mp4,183.27,training
b04fdc550ebb91a3fc1455f82557d512.mp4,219.13,training
e2efcbe8068515ff613db8e7764407d4.mp4,187.93,validation
11c6e7d8d4a808b8cada3ddf821de6fd.mp4,186.67,training
e44af82701e167858165fa44d1f33585.mp4,226.13,training
d09b61eb30d480d5d082e086caec55b0.mp4,229.13,validation
8ffa9d3c2fc674d2824f58498670587d.mp4,234.32999999999998,training
582edc8ebe375e2587ea5b1571cfb910.mp4,192.13,training
33f6d5cac0763635491b8941defbd760.mp4,235.47,validation
067c0386c5e7b769cd06b48274ceb344.mp4,228.6,training
7cd323fe565bba32cf981347c82c6396.mp4,233.6,training
d2d6918f24b3d69c0824f6ffaa88d01c.mp4,230.6,validation
cd1bd6fd68a9315a9011bed0f33e665c.mp4,222.13,training
8e51e7300d31bb3c5b0f9bf814ad0074.mp4,184.67,training
0b249150747d5f052837337e2a821e8a.mp4,175.13,validation
dc344ad4cf0cc33244ee8a44fe4ccb25.mp4,222.13,training
3b9a70c463fcb58609067a6d50267b80.mp4,190.13,training
63e2c7ab3867199fcc30bc757d466e64.mp4,143.93,validation
cde9c6a58c9adfce1d1c901b1b7f96e6.mp4,179.13,training
f69622b41bbcc159840d41803fd04692.mp4,176.6,training
eec100869ba0f8535ee31a26d9ee6e68.mp4,228.13,validation
227341a6b1e90358d4f8adbf7985be1a.mp4,219.13,training
abc58bd0407cd9d4817b45ab6d2e2ea9.mp4,175.6,training
f680d5504858315d6764914b86366668.mp4,229.13,validation
c616d1154b47a1f73274f3e3bdca0bcd.mp4,187.13,training
9e7daa254e4e4de9c1b91e1da4905408.mp4,175.13,training
48c504d081e90a3a7c62a048299a18ea.mp4,202.6,validation
aed157f80f46414de4f9ecb3c7e8bfdd.mp4,204.13,training
a1fb74b5894c83497230e64bef7efdf0.mp4,178.6,training
3421f017f397ba43e491e34e82f09787.mp4,230.6,validation
676e9ff1598d1b5f2d83e51d33d532d5.mp4,228.13,training
0f1187398b3872d2a98712062417f062.mp4,192.13,training
8461f5ddda227f6807fba444149d45cd.mp4,229.13,validation
0641e8ab1d88655ec95cfd474e9a1dfb.mp4,222.13,training
0d379805dcc84691615f3cfad0b0c2fc.mp4,209.6,training
92fb8b9a51cda81898c12814e2971b79.mp4,208.07,validation
9aa3e1cc19ce40d58aa85f9d9fe9d489.mp4,171.4,training
6c642891a15eaab37d598c39b8844083.mp4,233.6,training
9d5a6ea66627e0689252a625a0c3d64b.mp4,232.13,validation
b14f31c2c516e4e06dad5d05f5b052be.mp4,175.6,training
7b41426da6f15271df6cefc56d59f852.mp4,225.67000000000002,training
bde96b76d9940714587ba0846d532de2.mp4,230.6,validation
3d871d464de291a1fb9c6f01a8076140.mp4,171.67000000000002,training
3fbcd7fb37cb6eb45b9b8f3a3e117c5a.mp4,224.8,training
8fe40a607ea3c5124d82a6c557aa2b7a.mp4,227.13,validation
4e500080b84d014a68967e1dbc793b51.mp4,215.13,training
4bede3be74e7863eeb7476655b55aadb.mp4,178.6,training
b312826b6cbd506a680c047e09b87ea9.mp4,164.13,validation
1facb9f8e69e1c9f522587983f68ac62.mp4,209.6,training
